actual,predicted,mse
0.343943687722827,0.42601082,0.0041734053945934714
0.52324520617468,0.42612553,0.0041734053945934714
0.416803528028471,0.42605636,0.0041734053945934714
0.377379890363804,0.42627636,0.0041734053945934714
0.491750806194855,0.42683,0.0041734053945934714
0.439336634818161,0.4275166,0.0041734053945934714
0.356328984241767,0.42835346,0.0041734053945934714
0.522082646399627,0.42923105,0.0041734053945934714
0.414990968726259,0.43010396,0.0041734053945934714
0.413628554586406,0.43131354,0.0041734053945934714
0.394372555015115,0.43250465,0.0041734053945934714
0.321495692413415,0.43349493,0.0041734053945934714
0.42903814570455,0.4342457,0.0041734053945934714
0.446210490147558,0.43474007,0.0041734053945934714
0.383620768462099,0.43502864,0.0041734053945934714
0.344756975201036,0.43535632,0.0041734053945934714
0.425621707840659,0.4354182,0.0041734053945934714
0.561622918315045,0.43530026,0.0041734053945934714
0.46493375489785,0.4351768,0.0041734053945934714
