actual,predicted,mse
0.4123626001241998,0.43972495,0.008517617171575478
0.4012766722041667,0.43855378,0.008517617171575478
0.4273214156245765,0.4372291,0.008517617171575478
0.4902118645403508,0.4333034,0.008517617171575478
0.3556972679214831,0.43158308,0.008517617171575478
0.3878366237851913,0.42787072,0.008517617171575478
0.3075071477882048,0.423201,0.008517617171575478
0.6313783961844839,0.4204522,0.008517617171575478
0.3645198609215367,0.4190094,0.008517617171575478
0.3770463794521974,0.4229259,0.008517617171575478
0.5307734742191023,0.42262045,0.008517617171575478
0.4988932355286842,0.4237243,0.008517617171575478
0.4286352846979016,0.42441413,0.008517617171575478
0.5760830435865348,0.42255625,0.008517617171575478
0.465916004425797,0.4234518,0.008517617171575478
0.3264472891993532,0.42033485,0.008517617171575478
0.3691688391109318,0.423645,0.008517617171575478
0.3792536038407344,0.43127516,0.008517617171575478
0.6351169967626116,0.43215173,0.008517617171575478
0.4517017567639985,0.42705527,0.008517617171575478
0.4424662154707454,0.42703664,0.008517617171575478
0.3820711090656336,0.42203325,0.008517617171575478
0.3700527375950018,0.42459032,0.008517617171575478
0.5349029571510981,0.41718182,0.008517617171575478
0.5533664742726909,0.4138769,0.008517617171575478
