actual,predicted,mse
0.4560373986148895,0.44525683,0.0025027933676560225
0.4914179257386574,0.44457403,0.0025027933676560225
0.4099693913898705,0.44449225,0.0025027933676560225
0.4668572743521283,0.4440806,0.0025027933676560225
0.4448020527628132,0.44375277,0.0025027933676560225
0.4091504298129754,0.44367328,0.0025027933676560225
0.3500899975097012,0.4434041,0.0025027933676560225
0.4386267420271033,0.4444681,0.0025027933676560225
0.4078220602652326,0.44463822,0.0025027933676560225
0.3167124272218037,0.4449978,0.0025027933676560225
0.4688343825162106,0.44339293,0.0025027933676560225
0.5066024442756225,0.44048366,0.0025027933676560225
0.3931437974220679,0.4382278,0.0025027933676560225
0.4972653996614455,0.43879974,0.0025027933676560225
0.3979472371867819,0.43912262,0.0025027933676560225
0.4398611737188359,0.4406209,0.0025027933676560225
0.4081549407214302,0.4405825,0.0025027933676560225
0.3720235412049895,0.44211507,0.0025027933676560225
0.4720465528274349,0.44259396,0.0025027933676560225
0.5254518001078079,0.43956345,0.0025027933676560225
0.4068946603579096,0.43838462,0.0025027933676560225
0.4484687814242619,0.4369969,0.0025027933676560225
0.4223143387626052,0.43714792,0.0025027933676560225
0.4859915960293919,0.43727294,0.0025027933676560225
0.4099202158679322,0.43657303,0.0025027933676560225
