lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.0028597966535016893
100,50,75,32,adam,0.0034450366627424957
100,100,50,32,adam,0.0023235463071614505
100,100,75,32,adam,0.002860587229952216
100,150,50,32,adam,0.00276148971170187
100,150,75,32,adam,0.00772709515877068
150,50,50,32,adam,0.0034059840603731573
150,50,75,32,adam,0.002217671740800142
150,100,50,32,adam,0.002665041689760983
150,100,75,32,adam,0.0031094215111806987
150,150,50,32,adam,0.0018727653194218874
150,150,75,32,adam,0.003193311672657728
100,50,50,64,adam,0.0024737361818552017
100,50,75,64,adam,0.0062495416961610315
100,100,50,64,adam,0.002775102364830673
100,100,75,64,adam,0.005128826852887869
100,150,50,64,adam,0.0046385446097701784
100,150,75,64,adam,0.003077533654868603
150,50,50,64,adam,0.003561723732855171
150,50,75,64,adam,0.0015114021487534046
150,100,50,64,adam,0.006042779097333551
150,100,75,64,adam,0.0040477167814970015
150,150,50,64,adam,0.0033191984985023737
150,150,75,64,adam,0.0027353193145245314
