lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.001267533516511321
100,50,75,32,adam,0.003493393654935062
100,100,50,32,adam,0.001500250806566328
100,100,75,32,adam,0.0028681101743131877
100,150,50,32,adam,0.0042700035031884905
100,150,75,32,adam,0.004490807629190385
150,50,50,32,adam,0.001708074938505888
150,50,75,32,adam,0.0013508350821211934
150,100,50,32,adam,0.001638140482828021
150,100,75,32,adam,0.003037263499572873
150,150,50,32,adam,0.002661118924152106
150,150,75,32,adam,0.0021583442576229572
100,50,50,64,adam,0.005806186376139522
100,50,75,64,adam,0.007021814957261086
100,100,50,64,adam,0.0022245657863095404
100,100,75,64,adam,0.006176694156602025
100,150,50,64,adam,0.0050044998992234465
100,150,75,64,adam,0.0040854110149666665
150,50,50,64,adam,0.007994002476334573
150,50,75,64,adam,0.004254961083643138
150,100,50,64,adam,0.0029436910059303044
150,100,75,64,adam,0.0027783866971731186
150,150,50,64,adam,0.0035522227175533772
150,150,75,64,adam,0.0030362637247890235
