lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.003819532843772322
100,50,75,32,adam,0.009032717940863222
100,100,50,32,adam,0.0025978246121667325
100,100,75,32,adam,0.004395309113897383
100,150,50,32,adam,0.004006836796179414
100,150,75,32,adam,0.003198374924249947
150,50,50,32,adam,0.002021006093127653
150,50,75,32,adam,0.0038631933042779566
150,100,50,32,adam,0.002913056267425418
150,100,75,32,adam,0.002451280667446554
150,150,50,32,adam,0.0020050551276654003
150,150,75,32,adam,0.0023492115549743177
100,50,50,64,adam,0.0040206069126725195
100,50,75,64,adam,0.006460574734956026
100,100,50,64,adam,0.004497044393792749
100,100,75,64,adam,0.002988650614861399
100,150,50,64,adam,0.00359405908966437
100,150,75,64,adam,0.00716182217001915
150,50,50,64,adam,0.005192770203575492
150,50,75,64,adam,0.0089463718701154
150,100,50,64,adam,0.004349272977560758
150,100,75,64,adam,0.003118109260685742
150,150,50,64,adam,0.00472241808893159
150,150,75,64,adam,0.004215781285893172
