lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.0019043097388930618
100,50,75,32,adam,0.0036247476702556012
100,100,50,32,adam,0.0036192505853250624
100,100,75,32,adam,0.002027949085459113
100,150,50,32,adam,0.0025160419987514614
100,150,75,32,adam,0.0028455547988414766
150,50,50,32,adam,0.0018101802561432123
150,50,75,32,adam,0.0016319712216500194
150,100,50,32,adam,0.002124752174131572
150,100,75,32,adam,0.0026101518189534543
150,150,50,32,adam,0.0020490084076300263
150,150,75,32,adam,0.0028954801498912277
100,50,50,64,adam,0.0032264421693980693
100,50,75,64,adam,0.0037609124556183815
100,100,50,64,adam,0.004674888588488102
100,100,75,64,adam,0.002649725996889174
100,150,50,64,adam,0.002659830846823752
100,150,75,64,adam,0.003154703159816563
150,50,50,64,adam,0.003727113688364625
150,50,75,64,adam,0.0042064649984240535
150,100,50,64,adam,0.0031218018382787706
150,100,75,64,adam,0.002217668341472745
150,150,50,64,adam,0.0034791527315974234
150,150,75,64,adam,0.002700996620114893
