lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.005950148031115532
100,50,75,32,adam,0.0041021228767931465
100,100,50,32,adam,0.003793503809720278
100,100,75,32,adam,0.005046422407031059
100,150,50,32,adam,0.004084027837961912
100,150,75,32,adam,0.0032064522383734584
150,50,50,32,adam,0.00361677180044353
150,50,75,32,adam,0.003517107805237174
150,100,50,32,adam,0.004145949310623109
150,100,75,32,adam,0.0033539916621521115
150,150,50,32,adam,0.0036804683040827513
150,150,75,32,adam,0.004162477096542716
100,50,50,64,adam,0.006580751528963447
100,50,75,64,adam,0.0068403709214180704
100,100,50,64,adam,0.0038848666241392492
100,100,75,64,adam,0.0053576476406306025
100,150,50,64,adam,0.0047312079230323436
100,150,75,64,adam,0.004118130612187088
150,50,50,64,adam,0.005768283922225237
150,50,75,64,adam,0.003433787729591131
150,100,50,64,adam,0.004541164729744196
150,100,75,64,adam,0.0051202173344790936
150,150,50,64,adam,0.0045616983901709315
150,150,75,64,adam,0.004042174946516752
