lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.008517636731266976
100,50,75,32,adam,0.007739674998447299
100,100,50,32,adam,0.007424753904342651
100,100,75,32,adam,0.012081695394590497
100,150,50,32,adam,0.00992408893071115
100,150,75,32,adam,0.009238410787656904
150,50,50,32,adam,0.008249010797590018
150,50,75,32,adam,0.0073973441030830145
150,100,50,32,adam,0.009240563865751028
150,100,75,32,adam,0.008227492310106754
150,150,50,32,adam,0.007500492408871651
150,150,75,32,adam,0.010288461856544018
100,50,50,64,adam,0.01742437109351158
100,50,75,64,adam,0.015133589552715421
100,100,50,64,adam,0.014180511515587569
100,100,75,64,adam,0.010713493591174484
100,150,50,64,adam,0.007224966771900654
100,150,75,64,adam,0.015382322249934077
150,50,50,64,adam,0.007571553392335772
150,50,75,64,adam,0.012757686991244554
150,100,50,64,adam,0.008696826919913293
150,100,75,64,adam,0.010116944648325443
150,150,50,64,adam,0.008546608872711659
150,150,75,64,adam,0.008682435424998403
