actual,predicted,mse
0.451498119666741,0.41544735,0.004169262414540464
0.390626388972074,0.4151271,0.004169262414540464
0.441138476378412,0.4150882,0.004169262414540464
0.449537403343305,0.4150611,0.004169262414540464
0.393315911748852,0.41523665,0.004169262414540464
0.359537371820535,0.4153803,0.004169262414540464
0.441183238712484,0.41546184,0.004169262414540464
0.463100390567126,0.4150698,0.004169262414540464
0.274618180442643,0.4147274,0.004169262414540464
0.403710860540111,0.4148394,0.004169262414540464
0.350944895044936,0.4140497,0.004169262414540464
0.594965813555422,0.41351038,0.004169262414540464
0.386152046931101,0.4121901,0.004169262414540464
0.355885774088913,0.41250136,0.004169262414540464
0.365450413105907,0.41427842,0.004169262414540464
0.388056022267685,0.41670972,0.004169262414540464
0.342474726618773,0.41913277,0.004169262414540464
0.56794575561657,0.42254388,0.004169262414540464
0.369959430194401,0.42729527,0.004169262414540464
0.484984128285067,0.43239245,0.004169262414540464
0.437551185098556,0.4370523,0.004169262414540464
0.514824843725865,0.44159645,0.004169262414540464
0.475502078926713,0.4457704,0.004169262414540464
0.440423539944079,0.44949257,0.004169262414540464
0.444788182743805,0.45263326,0.004169262414540464
0.374619756581166,0.45488387,0.004169262414540464
0.453975178970529,0.45615286,0.004169262414540464
0.485948725061548,0.45652732,0.004169262414540464
0.449613057992441,0.45655346,0.004169262414540464
