lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.009129636432044208
100,50,75,32,adam,0.006315053184516728
100,100,50,32,adam,0.004314872529357671
100,100,75,32,adam,0.006297682831063867
100,150,50,32,adam,0.0034542374778538942
100,150,75,32,adam,0.0035294544184580447
150,50,50,32,adam,0.007280835486017168
150,50,75,32,adam,0.004104402894154191
150,100,50,32,adam,0.005138436821289361
150,100,75,32,adam,0.0046771042048931125
150,150,50,32,adam,0.006449409341439605
150,150,75,32,adam,0.0053876008372753855
100,50,50,64,adam,0.016868557082489133
100,50,75,64,adam,0.020215904247015713
100,100,50,64,adam,0.007537158625200391
100,100,75,64,adam,0.011373595800250769
100,150,50,64,adam,0.014476023055613041
100,150,75,64,adam,0.011479839589446783
150,50,50,64,adam,0.009551829192787409
150,50,75,64,adam,0.005372225120663643
150,100,50,64,adam,0.007784577133134007
150,100,75,64,adam,0.0055138625670224425
150,150,50,64,adam,0.004762587323784828
150,150,75,64,adam,0.006372564635239541
