lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.002595132030546665
100,50,75,32,adam,0.005164000135846436
100,100,50,32,adam,0.0038637322606518863
100,100,75,32,adam,0.001354377088136971
100,150,50,32,adam,0.004331872565671802
100,150,75,32,adam,0.00321932858787477
150,50,50,32,adam,0.0024149500764906406
150,50,75,32,adam,0.0017881128937005998
150,100,50,32,adam,0.003747737850062549
150,100,75,32,adam,0.002641888405196369
150,150,50,32,adam,0.003134140744805336
150,150,75,32,adam,0.004809616948477924
100,50,50,64,adam,0.00475254263728857
100,50,75,64,adam,0.010627182177267968
100,100,50,64,adam,0.007791248802095652
100,100,75,64,adam,0.01227193761151284
100,150,50,64,adam,0.0034068859647959472
100,150,75,64,adam,0.011711658304557204
150,50,50,64,adam,0.003224552352912724
150,50,75,64,adam,0.004634485114365816
150,100,50,64,adam,0.002479997416958213
150,100,75,64,adam,0.011624256800860166
150,150,50,64,adam,0.003683474287390709
150,150,75,64,adam,0.0022308310377411543
