lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.005812673084437847
100,50,75,32,adam,0.006639207270927728
100,100,50,32,adam,0.006220083066727966
100,100,75,32,adam,0.0028449850622564556
100,150,50,32,adam,0.003695093176793307
100,150,75,32,adam,0.007955438597127796
150,50,50,32,adam,0.008600766188465059
150,50,75,32,adam,0.004063472943380475
150,100,50,32,adam,0.0036967974854633214
150,100,75,32,adam,0.0030725097516551615
150,150,50,32,adam,0.0038722143042832615
150,150,75,32,adam,0.003437224728986621
100,50,50,64,adam,0.013862093538045883
100,50,75,64,adam,0.017499435879290103
100,100,50,64,adam,0.006191802676767111
100,100,75,64,adam,0.009571301750838757
100,150,50,64,adam,0.005099344393238425
100,150,75,64,adam,0.012033503316342831
150,50,50,64,adam,0.004298751859460026
150,50,75,64,adam,0.005945764272473753
150,100,50,64,adam,0.0048653347417712215
150,100,75,64,adam,0.006096172751858831
150,150,50,64,adam,0.0023854712722823023
150,150,75,64,adam,0.00552006415091455
