actual,predicted,mse
0.403737339667309,0.45696574,0.004979995031234214
0.451498119666741,0.45925444,0.004979995031234214
0.390626388972074,0.45977932,0.004979995031234214
0.441138476378412,0.46056184,0.004979995031234214
0.449537403343305,0.45973605,0.004979995031234214
0.393315911748852,0.45965913,0.004979995031234214
0.359537371820535,0.45914817,0.004979995031234214
0.441183238712484,0.45940968,0.004979995031234214
0.463100390567126,0.45800793,0.004979995031234214
0.274618180442643,0.45586103,0.004979995031234214
0.403710860540111,0.45499504,0.004979995031234214
0.350944895044936,0.45293647,0.004979995031234214
0.594965813555422,0.4515625,0.004979995031234214
0.386152046931101,0.4419144,0.004979995031234214
0.355885774088913,0.432206,0.004979995031234214
0.365450413105907,0.42454138,0.004979995031234214
0.388056022267685,0.4313529,0.004979995031234214
0.342474726618773,0.4385787,0.004979995031234214
0.56794575561657,0.43794602,0.004979995031234214
0.369959430194401,0.4379296,0.004979995031234214
0.484984128285067,0.43948683,0.004979995031234214
0.437551185098556,0.44103175,0.004979995031234214
0.514824843725865,0.44355083,0.004979995031234214
0.475502078926713,0.44327834,0.004979995031234214
0.440423539944079,0.44446108,0.004979995031234214
0.444788182743805,0.44512224,0.004979995031234214
0.374619756581166,0.44633675,0.004979995031234214
0.453975178970529,0.44633293,0.004979995031234214
0.485948725061548,0.4457136,0.004979995031234214
0.449613057992441,0.4449863,0.004979995031234214
