lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.00980347180739045
100,50,75,32,adam,0.011251432821154594
100,100,50,32,adam,0.013199872244149447
100,100,75,32,adam,0.006109596788883209
100,150,50,32,adam,0.007353171054273844
100,150,75,32,adam,0.005844872072339058
150,50,50,32,adam,0.009318974148482085
150,50,75,32,adam,0.00854333145543933
150,100,50,32,adam,0.0070401055738329886
150,100,75,32,adam,0.007022894266992807
150,150,50,32,adam,0.009128609672188759
150,150,75,32,adam,0.007647539395838976
100,50,50,64,adam,0.015963116800412534
100,50,75,64,adam,0.01889747940003872
100,100,50,64,adam,0.011623819172382355
100,100,75,64,adam,0.018900375068187713
100,150,50,64,adam,0.017426723148673773
100,150,75,64,adam,0.00911675300449133
150,50,50,64,adam,0.014657441526651382
150,50,75,64,adam,0.009649901837110519
150,100,50,64,adam,0.011249693715944887
150,100,75,64,adam,0.011267121322453022
150,150,50,64,adam,0.008227678295224906
150,150,75,64,adam,0.015043514221906662
