actual,predicted,mse
0.444708745362212,0.39986682,0.005534860194693692
0.436825530922262,0.3968807,0.005534860194693692
0.341306492745034,0.39614287,0.005534860194693692
0.513567085183983,0.39663184,0.005534860194693692
0.439318982066696,0.39770904,0.005534860194693692
0.351499065349855,0.39727953,0.005534860194693692
0.47550586165917,0.3961189,0.005534860194693692
0.387282453480271,0.39689672,0.005534860194693692
0.433851042300406,0.39762425,0.005534860194693692
0.285389511113353,0.39679715,0.005534860194693692
0.491666325169987,0.39463922,0.005534860194693692
0.404863963484023,0.3914027,0.005534860194693692
0.34619063080216,0.3879207,0.005534860194693692
0.511180811459158,0.38499522,0.005534860194693692
0.495176700889888,0.3847357,0.005534860194693692
0.404911878095142,0.38510633,0.005534860194693692
0.555389605681664,0.38613316,0.005534860194693692
0.447652341669005,0.39034492,0.005534860194693692
0.456442150987766,0.3958257,0.005534860194693692
0.432424952164196,0.3984778,0.005534860194693692
0.38269967310887,0.40264168,0.005534860194693692
0.472506154820935,0.4043033,0.005534860194693692
0.487514776298659,0.40538058,0.005534860194693692
0.452852968341682,0.4048957,0.005534860194693692
0.420086939800965,0.40560672,0.005534860194693692
0.364184458643701,0.40843296,0.005534860194693692
0.50033634796095,0.4104375,0.005534860194693692
0.509387796274639,0.41044146,0.005534860194693692
