lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.0024579266551882028
100,50,75,32,adam,0.0029049248900264502
100,100,50,32,adam,0.0029981186147779227
100,100,75,32,adam,0.00413109096698463
100,150,50,32,adam,0.004716483596712351
100,150,75,32,adam,0.0047837840393185616
150,50,50,32,adam,0.003434015391394496
150,50,75,32,adam,0.00342582524754107
150,100,50,32,adam,0.004294029530137777
150,100,75,32,adam,0.003368186391890049
150,150,50,32,adam,0.003990594390779733
150,150,75,32,adam,0.0029314275830984115
100,50,50,64,adam,0.005010731657966972
100,50,75,64,adam,0.004968948801979423
100,100,50,64,adam,0.004914626153185964
100,100,75,64,adam,0.005407034885138273
100,150,50,64,adam,0.0041764640714973215
100,150,75,64,adam,0.005581033183261752
150,50,50,64,adam,0.004752988554537296
150,50,75,64,adam,0.005263054091483354
150,100,50,64,adam,0.003159488085657358
150,100,75,64,adam,0.003220166964456439
150,150,50,64,adam,0.0042644200380891565
150,150,75,64,adam,0.0032013467978686096
