lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.001867739111185074
100,50,75,32,adam,0.0035466323839500546
100,100,50,32,adam,0.0026310801273211836
100,100,75,32,adam,0.0025498095666989682
100,150,50,32,adam,0.0017928704502992332
100,150,75,32,adam,0.001655588182620704
150,50,50,32,adam,0.0021188493585214017
150,50,75,32,adam,0.0034909234032966196
150,100,50,32,adam,0.0019640522659756243
150,100,75,32,adam,0.002166091662365943
150,150,50,32,adam,0.0023269397090189157
150,150,75,32,adam,0.0013655804214067757
100,50,50,64,adam,0.003445493639446795
100,50,75,64,adam,0.0034389331471174956
100,100,50,64,adam,0.0029778107767924667
100,100,75,64,adam,0.0023631247924640773
100,150,50,64,adam,0.0019692158559337257
100,150,75,64,adam,0.005272685294039547
150,50,50,64,adam,0.006573353847488761
150,50,75,64,adam,0.00411883657798171
150,100,50,64,adam,0.003109458740800619
150,100,75,64,adam,0.002880022535100579
150,150,50,64,adam,0.002810654789209366
150,150,75,64,adam,0.003358500613830984
