lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.004734194627963007
100,50,75,32,adam,0.0033068795455619693
100,100,50,32,adam,0.0028076409944333136
100,100,75,32,adam,0.0029113607248291372
100,150,50,32,adam,0.0024293112801387906
100,150,75,32,adam,0.0033099822467193007
150,50,50,32,adam,0.003132206993177533
150,50,75,32,adam,0.002721572108566761
150,100,50,32,adam,0.002849625167436898
150,100,75,32,adam,0.0027495139511302114
150,150,50,32,adam,0.003199392254464328
150,150,75,32,adam,0.0022699834196828307
100,50,50,64,adam,0.006487595848739147
100,50,75,64,adam,0.005067931674420834
100,100,50,64,adam,0.0036192065104842185
100,100,75,64,adam,0.004364562360569835
100,150,50,64,adam,0.003849762585014105
100,150,75,64,adam,0.0036840185057371855
150,50,50,64,adam,0.006148793920874596
150,50,75,64,adam,0.002710426226258278
150,100,50,64,adam,0.0035982174798846246
150,100,75,64,adam,0.005609757080674171
150,150,50,64,adam,0.003765000868588686
150,150,75,64,adam,0.005787221621721983
