lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.006687801564112306
100,50,75,32,adam,0.00620317212305963
100,100,50,32,adam,0.006586921727284789
100,100,75,32,adam,0.007262397510930896
100,150,50,32,adam,0.006558075919747353
100,150,75,32,adam,0.0066164365038275715
150,50,50,32,adam,0.005589423188939691
150,50,75,32,adam,0.006015701126307249
150,100,50,32,adam,0.008611448993906378
150,100,75,32,adam,0.007451921282336116
150,150,50,32,adam,0.00615352476015687
150,150,75,32,adam,0.009226831002160906
100,50,50,64,adam,0.008665878186002373
100,50,75,64,adam,0.007591586001217366
100,100,50,64,adam,0.008231244143098592
100,100,75,64,adam,0.007655559666454792
100,150,50,64,adam,0.008283489802852272
100,150,75,64,adam,0.007519453042186796
150,50,50,64,adam,0.012409583944827319
150,50,75,64,adam,0.006575500452890992
150,100,50,64,adam,0.00878388537093997
150,100,75,64,adam,0.007557572470977903
150,150,50,64,adam,0.007420220109634101
150,150,75,64,adam,0.009511846071109175
