actual,predicted,mse
0.415758232959578,0.43112266,0.0022023414406986074
0.541580110392742,0.42985517,0.0022023414406986074
0.416316816452364,0.42863092,0.0022023414406986074
0.396302379023488,0.42843363,0.0022023414406986074
0.486211624967295,0.4271425,0.0022023414406986074
0.48737229337612,0.42678005,0.0022023414406986074
0.360732084821471,0.42760563,0.0022023414406986074
0.412446450693659,0.42861527,0.0022023414406986074
0.381107773199971,0.42903027,0.0022023414406986074
0.410984424599109,0.42897582,0.0022023414406986074
0.432439452638614,0.42849848,0.0022023414406986074
0.424139507173006,0.4279658,0.0022023414406986074
0.364226068700726,0.42745098,0.0022023414406986074
0.432461518577945,0.42720345,0.0022023414406986074
0.449215871084478,0.42670503,0.0022023414406986074
0.380278724336525,0.4260604,0.0022023414406986074
0.437471747716963,0.42634547,0.0022023414406986074
0.50368217481898,0.42650375,0.0022023414406986074
0.452818923749571,0.4265634,0.0022023414406986074
