lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.002965822163969278
100,50,75,32,adam,0.0023261181777343154
100,100,50,32,adam,0.003569893422536552
100,100,75,32,adam,0.003578488854691386
100,150,50,32,adam,0.0024213130120187996
100,150,75,32,adam,0.002963100466877222
150,50,50,32,adam,0.0019007580121979117
150,50,75,32,adam,0.003109771036542952
150,100,50,32,adam,0.002312698494642973
150,100,75,32,adam,0.002026958018541336
150,150,50,32,adam,0.002758237812668085
150,150,75,32,adam,0.003708697436377406
100,50,50,64,adam,0.006284957751631737
100,50,75,64,adam,0.001955758989788592
100,100,50,64,adam,0.005073785642161965
100,100,75,64,adam,0.004621551930904388
100,150,50,64,adam,0.002726499759592116
100,150,75,64,adam,0.0035006963647902013
150,50,50,64,adam,0.005835534539073706
150,50,75,64,adam,0.0034985166508704423
150,100,50,64,adam,0.004199635121040046
150,100,75,64,adam,0.0038507731165736913
150,150,50,64,adam,0.0018378006760030984
150,150,75,64,adam,0.004482037434354424
