actual,predicted,mse
0.409193300780819,0.44602856,0.002825938207803769
0.575856079639127,0.4458617,0.002825938207803769
0.382659954418074,0.44568738,0.002825938207803769
0.386852482891016,0.4455485,0.002825938207803769
0.377920821105125,0.44542712,0.002825938207803769
0.510363110793081,0.44527748,0.002825938207803769
0.382590604323033,0.44516844,0.002825938207803769
0.511455059562275,0.44514152,0.002825938207803769
0.459229394353011,0.4451239,0.002825938207803769
0.480407022012351,0.44509724,0.002825938207803769
0.422446734398593,0.44522488,0.002825938207803769
0.488962932374201,0.44541052,0.002825938207803769
0.4342236414474,0.44549835,0.002825938207803769
0.422995861060237,0.44567806,0.002825938207803769
0.441690124861694,0.4458563,0.002825938207803769
0.408267161784315,0.44617662,0.002825938207803769
0.439301329315231,0.4463751,0.002825938207803769
0.512212866964452,0.4465839,0.002825938207803769
0.422291011912455,0.4467527,0.002825938207803769
