actual,predicted,mse
0.491960117390797,0.44142786,0.0031147397713102154
0.377935321579543,0.44057366,0.0031147397713102154
0.514580857482402,0.439844,0.0031147397713102154
0.44020981556027,0.43928918,0.0031147397713102154
0.455950395768383,0.43892393,0.0031147397713102154
0.308628727961643,0.4386546,0.0031147397713102154
0.42142476617985,0.43820667,0.0031147397713102154
0.478615267738651,0.43809134,0.0031147397713102154
0.372193133710136,0.4382967,0.0031147397713102154
0.43640375625333,0.43837926,0.0031147397713102154
0.409193300780819,0.43822494,0.0031147397713102154
0.575856079639127,0.43802074,0.0031147397713102154
0.382659954418074,0.4377107,0.0031147397713102154
0.386852482891016,0.4372222,0.0031147397713102154
0.377920821105125,0.43669555,0.0031147397713102154
0.510363110793081,0.436545,0.0031147397713102154
0.382590604323033,0.4366028,0.0031147397713102154
0.511455059562275,0.43685636,0.0031147397713102154
0.459229394353011,0.43700582,0.0031147397713102154
0.480407022012351,0.43736738,0.0031147397713102154
0.422446734398593,0.43776777,0.0031147397713102154
0.488962932374201,0.43801677,0.0031147397713102154
0.4342236414474,0.43830127,0.0031147397713102154
0.422995861060237,0.43866518,0.0031147397713102154
0.441690124861694,0.43904087,0.0031147397713102154
0.408267161784315,0.43918929,0.0031147397713102154
0.439301329315231,0.4394149,0.0031147397713102154
0.512212866964452,0.43971255,0.0031147397713102154
0.422291011912455,0.4400878,0.0031147397713102154
